C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000000.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000001.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000002.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000003.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000007.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000008.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000009.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000010.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000013.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000015.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000016.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000017.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000018.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000019.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000020.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000021.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000022.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000023.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000025.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000026.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000027.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000029.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000030.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000033.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000034.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000036.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000039.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000040.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000041.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000042.jpg,0
C:/Users/Dipannita/Desktop/160647_367971_bundle_archive/women\00000043.jpg,0
